,source,content,category,sentiment,date_parsed
3208,tages-anzeiger,"Forschung zu Entwicklung von Kindern – Schwere Kindheit, schweres Leben?. Eltern werden oft für Probleme ihrer erwachsenen Kinder verantwortlich gemacht. Zu Recht?",science,0,2021-05-24
3209,bild,"Corona-Neuinfektionen - Sieben-Tage-Inzidenz in NRW auf 65,7 gesunken. In vielen Städten und Kreisen in Nordrhein-Westfalen geht die Zahl der Neuinfektionen mit dem Coronavirus weiter zurück.",science,1,2021-05-24
3210,heise online,Wie Mikrotasks die Arbeit erleichtern. Unsere Arbeit wird immer kleinteiliger. Die Pandemie verstärkt diese Entwicklung noch. Mikrotasks sollen Zeit für die wichtigen Dinge schaffen.,science,1,2021-05-24
3211,derstandard.de,"Was stellare ""Klänge"" über die gefräßige Jugend der Milchstraße verraten - DER STANDARD. Astronomen haben einige der ältesten Sterne in unserer Galaxie mit noch nie dagewesener Genauigkeit datiert",science,0,2021-05-24
3212,wetterauer-zeitung.de,"Was Narzissten anrichten können - Betroffene berichten - Wetterauer Zeitung. Was für ein toller Typ! So denken mitunter Menschen, die sich vom Charme eines Narzissten blenden lassen. Das kann der Beginn eines leidvollen Wegs sein, wie drei Betroffene der WZ erzählen.",science,1,2021-05-24
3213,t-online,Corona in Köln: Inzidenz fällt unter 70er-Marke - t-online. In Köln ist die Sieben-Tage-Inzidenz am Pfingstmontag so niedrig wie lange nicht mehr –  das könnte jedoch auch am Feiertag liegen.,science,0,2021-05-24
3214,faz - frankfurter allgemeine zeitung,RKI registriert weniger als 3000 Neuinfektionen. Die Gesundheitsämter haben 2682 Ansteckungen binnen eines Tages gemeldet – deutlich weniger als vor einer Woche. Die Sieben-Tages-Inzidenz liegt in allen Bundesländern unter 100.,science,0,2021-05-24
3215,t-online,"Corona in Deutschland | RKI: Neuinfektionen und Inzidenzwert sinken weiter. Die bundesweite Sieben-Tage-Inzidenz sinkt in Deutschland weiter, sie liegt jetzt bei 62,5. Das RKI meldete etwas über 2.500 Neuinfektionen, allerdings sind die gemeldeten Zahlen an Feiertagen oft niedriger.",science,0,2021-05-24
3216,neue zürcher zeitung,"Klimawandel: Erste Sommerhitze in der Schweiz kommt heute früher - Neue Zürcher Zeitung. Viele Hitzetage, lange Hitzeperioden, frühe Sommer: Wer lange Messreihen betrachtet, bemerkt markante Temperaturveränderungen in der Schweiz.",science,0,2021-05-23
3217,neue zürcher zeitung,Klimawandel: Wie viel CO₂ -Emissionen kosten sollten - Neue Zürcher Zeitung. Die effektivste Art Emissionen zu senken ist durch eine CO₂-Abgabe. Wie hoch die Abgabe sein soll ist jedoch umstritten.,science,0,2021-05-23
3218,spektrum.de,Covid-19: Der Kampf gegen unbekannte Mutationen - Spektrum.de. In vielen Nachbarländern Indiens steigen die Fallzahlen,science,0,2021-05-23
3219,youtube,Hauch von Normalität: Spahn will weitreichende CORONA-Lockerungen ab Inzidenz von 20 - WELT Nachrichtensender. CORONA-Lockerungen verheißen Hauch von Normalität: Spahn will weitreichende Öffnungen ab Inzidenz von 20Bundesgesundheitsminister Jens Spahn hat als Zielmark...,science,0,2021-05-23
3220,bild,Lockerungen adé - Wegen Datenpanne! Münchens Inzidenz wieder über 50. München/ Corona: Der Inzidenzwert der Stadt lag seit Mittwoch (19.5.) unter der 50er-Marke. Jetzt hat sich herausgestellt: Es gab eine Datenpanne.,science,0,2021-05-23
3221,blick,Neues Verfahren für serologische Corona-Tests in Lausanne. Serologische Tests sagen wenig über den Immunschutz aus – bis jetzt. In Lausanne soll sich bald jedermann mit einem neuen Verfahren testen lassen können.,science,1,2021-05-24
3222,oe24,"Wie viele Corona-Mutationen kommen noch auf uns zu?. Eigentlich verändert sich Sars-CoV-2 viel langsamer, als für die Varianten nötig wäre.",science,0,2021-05-24
3223,merkur.de,Corona-Virusvarianten: Mit wie vielen Mutationen müssen wir noch rechnen?. Immer wieder ist von neuen Corona-Virusvarianten die Rede. Doch wie oft wird das Virus noch mutieren? Forscher:innen sehen erste Bremsschritte bei den Variationen.,science,0,2021-05-22
3224,srf,Raumfahrt - Chinas Mars-Rover auf erster Fahrt. Das Gefährt soll auf der Oberfläche des Roten Planeten unter anderem nach Spuren von früherem Leben suchen,science,1,2021-05-22
3225,heilpraxisnet.de,COVID-19: Neue Therapie nutzt Nanopartikel zur Behandlung. Neuer COVID-19-Therapieansatz erfolgreich im Test COVID-19 wird die Menschheit trotz der Impfungen noch länger begleiten und effiziente Behandlungsmöglichkeiten sind daher weiterhin dringend gesucht. Ein internationales Forschungsteam hat nun einen neuen Ansa…,health,1,2021-05-24
3226,der tagesspiegel,"Coronavirus in Deutschland: Neuinfektionen binnen einer Woche halbiert – Inzidenz bei 62,5 - MSN Unterhaltung. 500.000 Einwohner Maltas geimpft + Grüne wollen Gutscheine für die Jugend gegen den Corona-Frust + Der Newsblog.",health,0,2021-05-24
3227,der tagesspiegel,Weiterhin Diskussion um mögliche Schutzwirkung: Studie: Vitamin D bewahrt nicht vor Ansteckung - Tagesspiegel. Das so genannte Sonnenvitamin versperrt dem Virus nicht den Zugang zum Körper. Doch ein positiver Einfluss auf die Schwere der Erkrankung bleibt plausibel.,health,0,2021-05-24
3228,derwesten.de,"Hund: Forscher untersuchen Patienten – sie trifft der Schlag - Der Westen. Forscher untersuchten Patienten mit einer Lungenentzüdnung. Was sie finden, kennen sie eigentlich von einem Hund.",health,1,2021-05-23
3229,www.hna.de,Erhöhtes Corona-Risiko durch Vitamin-D-Mangel? Neue Studie schafft Klarheit - HNA.de. Die Wissenschaft diskutiert das Risiko von Corona-Infektionen durch Vitamin-D-Mangel. Dabei ist eine Unterscheidung zum Verlauf von Covid-19 wichtig.,health,0,2021-05-23
3230,augsburger allgemeine,Meisten Behandlungsbeschwerden bei Gelenkerkrankungen. Immer öfter haben die Schlichtungsstellen der Ärztekammern über Behandlungsfehler zu entscheiden. Vor allem bei der Behandlung von Gelenkerkrankungen sehen sich...,health,0,2021-05-22
3231,insuedthueringen.de,"Hildburghausen - Neue Oberärztin am Schleusinger Krankenhaus - inSüdthüringen.de. Personelle Veränderungen gibt es am Schleusinger Krankenhaus. Veränderungen, die für die Zukunft des Hauses stehen, wie Roy Hönemann, Geschäftsführer der Henneberg-Kliniken, hervorhebt.",health,1,2020-12-03
3232,wort.lu,Keime im Grillfleisch: So schützen sich Verbraucher - Luxemburger Wort. Einem aktuellen Test zufolge finden sich in vielen abgepackten Grillfleischprodukten die gefürchteten MRSA-Keime. Sie sind weitgehend resistent gegen Antibiotika. Eine Infektion kann für Menschen mit schwachem Immunsystem deshalb sehr gefährlich sein.,health,1,2018-02-18
3233,osthessen-news.de,"Vier Elektronikern Zeugnisse überreicht - Osthessen News. Nach erfolgreich absolvierter Gesellenprüfung am 23.01.2014 konnte am 31.01.2014 in der Vogelsbergschule Lauterbach insgesamt vier Elektronikern der Fachrichtung „Energie- und Gebäudetechnik"" aus dem gesamten Kreisgebiet die Abs",health,1,2017-09-30
3234,agrarheute.com,Ladewagen wird Häckselwagen: Krone-AX-Test in Bildern - agrarheute.com. Krone bietet ein Update für den Ladewagen AX mit der Funktion Häckseltransportwagen. Das dlz agrarmagazin hat das kleinere Modell AX 280 getestet. Die Details in Bildern.,health,1,2017-09-08
3235,gesundheitsstadt-berlin.de,"Verdienstkreuz für Hedwig François-Kettner - Gesundheitsstadt Berlin. Hedwig François-Kettner, frühere Pflegedirektorin der Charité, hat das Verdienstkreuz am Bande bekommen.",health,1,2016-04-25
3236,heilpraxisnet.de,"COVID-19: Neue Therapie nutzt Nanopartikel zur Behandlung. COVID-19 wird die Menschheit trotz der Impfungen noch länger begleiten und effiziente Behandlungsmöglichkeiten sind daher weiterhin dringend gesucht. Ein internationales Forschungsteam hat nun einen neuen Ansatz entwickelt, bei dem Nanopartikel und sogenannte siRNA zum Einsatz kommen, um die Vermehrung des Virus zu unterbinden. Erste Tests der Methode verliefen äußerst erfolgreich.",health,1,2021-05-24
3237,fr.de,Vitamin-D-Mangel als Corona-Risiko - Künstliche Zufuhr schwächt Verlauf von Covid-19. Vitamin D kann offenbar doch schwere Corona-Verläufe eindämmen. Das erkennt nun das Bundesinstitut für Risikobewertung an.,health,0,2021-05-23
3238,20 minuten,"Australien : Erstmals seit 3000 Jahren Tasmanische Teufel auf Festland in Freiheit geboren. Die Tiere waren damals ausgerottet worden. Sie fielen Dingos und Krankheiten zum Opfer und überlebten nur auf Tasmanien, von wo aus sie wieder in Australien angesiedelt werden.",world,0,2021-05-25
3239,telebasel,So hält man im Weltraum die Unterwäsche sauber. Astronauten auf der Internationalen Raumstation ISS müssen sich gewisse Kleidungsstücke teilen – und das ohne Waschmaschine.,world,0,2021-05-25
3240,20 minuten,"Erzwungene Flugzeuglandung : «Hemmungslos», «grössenwahnsinnig»? So tickt Alexander Lukaschenko. Der «letzte Diktator Europas» erzwang die Landung eines Passagierflugzeugs, um den Oppositionellen Roman Protassewitsch (26) zu verhaften. Was für eine Denke und für ein Selbstverständnis dahinterstecken.",world,0,2021-05-25
3241,blick,"Covid: Einreiseregeln für Geimpfte und Genesene werden gelockert. Der Bundesrat entscheidet am Mittwoch darüber, die Regeln für jene zu lockern, die als Geimpfte oder Genesene in die Schweiz einreisen. Quarantänepflicht soll es nur noch bei ganz wenigen Ausnahmen geben.",world,1,2021-05-25
3242,blick,"Notlandung geglückt: Pilot (75) kracht mit Segelflieger in Komposthaufen. Am Pfingstmontag hatten zwei Piloten kleinerer Segelflieger Glück im Unglück: Beide legten aussergewöhnliche Notlandungen hin, kamen jedoch mit einer Schramme davon.",world,0,2021-05-25
3243,blick,"Indische Ärzte warnen vor ""Gelbem Pilz"" bei Covid-Patienten. Pilzinfektionen breiten sich bei indischen Corona-Patienten derzeit rasant aus. Und enden oft tödlich. Die Ärzte schlagen nun wegen einer weiteren Art Alarm – dem Gelben Pilzen. Dieser sei bisher nur bei Reptilien vorgekommen.",world,0,2021-05-25
3244,srf,"Krisengipfel USA-Russland - Jetzt ist es offiziell: Biden und Putin treffen sich in Genf. Die beiden Präsidenten wollen versuchen, das angespannte Verhältnis zwischen den beiden Ländern zu verbessern.",world,1,2021-05-25
3245,blick,USA: Frau schmeisst Millionen-Los in den Kübel. Mit einem Rubbellos hat Lea Rose Fiega aus den USA eine Million Dollar gewonnen. Nur wusste sie davon nichts – und warf das Los weg. Doch ein unglaublich ehrlicher Finder überraschte sie.,world,1,2021-05-25
3246,blick,Australien: Tasmanische Teufel auf Festland geboren. Erstmals seit ihrer Ausrottung auf dem australischen Festland vor 3000 Jahren sind dort wieder Tasmanische Teufel in Freiheit geboren worden.,world,0,2021-05-25
3247,telebasel,TV-Mitarbeiter stirbt nahe der Seilbahn-Unglücksstelle. In der Nähe der Seilbahn-Unglücksstelle am norditalienischen Monte Mottarone ist am Dienstag ein Mitarbeiter eines italienischen TV-Senders gestorben.,world,0,2021-05-25
3248,20 minuten,"Weissrussen in der Schweiz. Der Diktator hat mit der Entführung eines Flugzeugs eine weitere Eskalationsstufe provoziert. Drei Schweiz-Belarussen erzählen, wie sie den Wandel ihres Landes und die Proteste vor Ort erleben.",world,0,2021-05-25
3249,blick,"Cupfinal: Blanker Hass der St. Galler Fans gegen Schiri Bieri. Im Cupfinal kommt es zu strittigen VAR-Entscheiden im Bezug auf den FC St. Gallen. Einmal mehr ist Ref Alain Bieri im Spiel, der zur Hassfigur bei einigen FCSG-Anhängern wird.",world,0,2021-05-25
3250,srf,News aus dem Radsport - Zwei Schweizer Teams an der Tour de Suisse der Frauen. Hier finden Sie die wichtigsten Meldungen des Tages aus dem Radsport.,world,1,2021-05-25
3251,blick,Heidi Klum: Seal rechnet mit seiner Ex-Frau ab. Heidi Klum und Seal haben gemeinsam vier Kinder. Die Kindererziehung sorgt bei dem Ex-Ehepaar für Konflikte. Nun schiesst der Sänger gegen das Model.,world,0,2021-05-25
3252,20 minuten,"Für 8,2 Milliarden Franken. Die Schweizer Quantum-Gruppe will gemeinsam mit der britischen Investmentfirma «Centricus» den Autobauer «Lamborghini» übernehmen. Er gehört zu Volkswagen.",world,1,2021-05-25
3253,blick,ZKB-CEO Martin Scholl tritt zurück. Martin Scholl wird nach 15 Jahren als Vorsitzender der Generaldirektion der Zürcher Kantonalbank die operative Leitung per 31. August 2022 abgeben.,world,1,2021-05-25
3254,blick,"Bundesrat plant weitergehende Lockerungen. Der Bundesrat hat es bereits vor zwei Wochen angekündigt: Ende Mai soll es weitreichende Öffnungen geben. Blick-Recherchen zeigen, dass die Lockerungen weiter gehen, als erwartet.",world,0,2021-05-25
3255,20 minuten,René Fasel meldet sich zu Wort. Der Streit um die Flaggen an der Eishockey-WM in Lettland geht weiter. Denn nun meldet sich der Eishockey-Weltverband IIHF zu Wort. Der Schweizer Verbandspräsident René Fasel redet Klartext – bisher aber noch ohne Erfolg.,world,1,2021-05-25
3256,20 minuten,Anklage gegen Thomas Weber. Die Staatsanwaltschaft ermittelt schon länger gegen den Baselbieter Volkswirtschafts- und Gesundheitsdirektor. Nun liegt die Anklageschrift vor.,world,0,2021-05-25
3257,blick,Nach Gondel-Absturz: Behörden stellen Überwachungs-Video sicher. Ein neu aufgetauchtes Video einer Überwachungskamera zeigt den Absturz der Gondel am Lago Maggiore. Die Behörden erhoffen sich weitere Hinweise.,world,0,2021-05-25
3258,bluewin.ch,Schwache Schweizer kassieren 0:7-Klatsche gegen Schweden. Die Eisgenossen kassieren an der WM in Riga gegen Schweden eine Kanterniederlage. Die bisher punktelosen Skandinavier schenken den Schweizern gleich sieben Treffer ein.,world,0,2021-05-25
3259,pokipsie.ch,Suunto 9 Peak - Neues Flaggschiff-Modell vorgestellt | Pokipsie Network - pokipsie.ch Blog. Mit der Titanium Version der Suunto 9 Baro hat der finnische Hersteller gerade erst eine edle Version ihrer Sportuhr vorgestellt. Nun folgt mit der Sunnto 9 Peak ein neues Flaggschiff-Modell. Heute Morgen zeigte das finnische Unternehmen zwei Versionen (in vi…,world,1,2021-05-25
3260,neue zürcher zeitung,Flugzeug-Entführung durch Weissrussland: So reagiert die Schweiz - Neue Zürcher Zeitung. Bern fordert eine umfassende Untersuchung der erzwungenen Notlandung in Minsk – hat aber die neuen Sanktionen der EU bisher nicht übernommen. Der Bruch ziviler Normen mit militärischen Mitteln betrifft auch unbeteiligte Länder wie die Schweiz.,world,0,2021-05-25
3261,20 minuten,Gipfel am 16. Juni - Biden und Putin treffen sich in der Schweiz. Nun ist es offiziell: US-Präsident Joe Biden und der russische Präsident Vladimir Putin treffen sich am 16. Juni in Genf. Biden hatte Putin zu einem Gespräch eingeladen.,world,1,2021-05-25
3262,nau.ch,"WWDC 21: Apple bringt wohl neues MacBook Pro mit M1-Chip. An der WWDC 21, der diesjährigen Entwicklerkonferenz von Apple, gibt es wohl nicht nur Software. Das neue MacBook Pro mit M1-Chip soll auch lanciert werden.",world,1,2021-05-25
3263,blick,Tourismus leidet noch jahrelang unter Corona-Absturz. Touristen aus dem Fernen Osten dürften noch länger die Schweiz meiden. Auch der Geschäftstourismus wird wegen Corona so schnell nicht wieder in die Gänge kommen.,world,0,2021-05-25
3264,die welt,"Woher kommt Corona?: Das perfekte Virus aus dem Nichts. Ein Laborunfall als Ursprung von Corona – die Idee scheint ungeheuerlich. Inzwischen aber äußern sich auch ernstzunehmende Wissenschaftler, die das für möglich halten. 18 Forscher haben die Theorie jetzt endgültig aus der Schmuddelecke der Verschwörungstheori…",world,0,2021-05-25
3265,watson,Moderna-Impfstoff soll für Kinder kommen – so hoch ist der Schutz. Der Impfstoff des US-Unternehmens ist gemäss einer Studie auch für Jugendliche zwischen 12 und 17 Jahren hochwirksam.,world,1,2021-05-25
3266,srf,"Studie zur Wohnattraktivität - In Appenzell Innerrhoden lebt es sich am billigsten. Auf dem Land bleibt tendenziell mehr verfügbares Einkommen übrig. Doch das gilt nicht für jede Gemeinde, so eine Studie.",world,0,2021-05-25
3267,srf,Weltverband übt Kritik – Flaggenstreit um Belarus droht an WM zu eskalieren. Ein Flaggentausch am Rande der Eishockey-WM in Lettland sorgt für Aufsehen. Nun meldet sich die IIHF in einem Statement.,world,0,2021-05-25
3268,srf,Alten Wert übertroffen – SMI steigt auf Allzeithoch. Nach anderen Länder-Indizes hat es jetzt auch die Schweizer Börse auf ein neues Rekordhoch geschafft.,world,1,2021-05-25
3269,jungfrauzeitung.ch,Blinder erlangt Teil seines Sehvermögens zurück - Jungfrau Zeitung. Ein erblindeter Patient hat nach einer optogenetischen Behandlung einen Teil seines Sehvermögens zurückerlangt. Von dieser Fallstudie berichtet ein internationales Forschungsteam mit Basler Beteiligung im Fachmagazin «Nature Medicine».,world,0,2021-05-25
3270,nau.ch,TV-Mitarbeiter stirbt nach Seilbahnunglück am Monte Mottarone. Ein Mitarbeiter eines italienischen TV-Senders ist in der Nähe der Seilbahn-Unglücksstelle gestorben.,world,0,2021-05-25
3271,nau.ch,FC Luzern: Das sagt Trainer Celestini zu den YB-Gerüchten. Fabio Celestini gewinnt mi dem FC Luzern den ersten Titel seit fast 30 Jahren. Der 45-jährige Trainer wird als möglicher Seoane-Nachfolger bei YB gehandelt.,world,1,2021-05-25
3272,20 minuten,"Gebühren-Vergleich : So viel kostet dein Aussenplatz in der Beiz. In vielen Schweizer Städten gelten derzeit Sonderregelungen für die Strassenbeizen. Fallen diese wieder weg, müssen die Restaurants wieder tief in die Tasche greifen",nation,0,2021-05-25
3273,srf,"Vor dem Kaufentscheid - Linke Initiative will Kauf von US-Kampfjets verhindern. GSoA, Grüne und SP wollen mit einer Initiative verhindern, dass der Bundesrat US-amerikanische Flugzeuge kauft.",nation,0,2021-05-25
3274,blick,Corona: BAG veröffentlicht jüngste Statistik zu verabreichten Impfungen. Das Bundesamt für Gesundheit hat die Impf-Statistik für die vergangenen sieben Tage veröffentlicht. Die Zahl an durchschnittlich pro Tag verabreichten Corona-Wirkstoffen nahm im Vergleich zur Vorwoche deutlich zu.,nation,0,2021-05-25
3275,telebasel,Schon wieder drei Insassen aus Arxhof ausgebüxt. Am Pfingstmontag versuchten drei Insassen aus dem Arxhof zu fliehen. Die Polizei nahm mittels Diensthund die Fährte auf und erwischte die Flüchtenden.,nation,0,2021-05-25
3276,blick,Impfschiff MS Thurgau wartet wieder auf Touristen. Nach fast vier Monaten ist es vorbei: Das Impfschiff MS Thurgau stellt den Betrieb ein. Knapp 6000 Leute haben auf dem Wasser die Impfung erhalten.,nation,0,2021-05-25
3277,20 minuten,"Initiative steht bereit : GSoA, Grüne und SP wollen US-Jets abschiessen. Seit letztem September ist klar: Die Schweiz erhält neue Kampfjets. Auf keinen Fall infrage kommen dürften aber zwei amerikanische Modelle, findet eine linke Allianz.",nation,0,2021-05-25
3278,20 minuten,Schussabgabe in Rickenbach TG. Nach der Schussabgabe am Sonntagabend in Rickenbach fahndet die Kantonspolizei Thurgau nach einer männlichen Person. Der Mann wurde international zur Verhaftung ausgeschrieben.,nation,0,2021-05-25
3279,telebasel,"Im Wallis leben Familien am günstigsten. Das Sparschwein füllt sich nicht in jedem Kanton gleich schnell: Wer mehr Geld zur freien Verfügung haben möchte, könnte von einem Wohnortswechsel profitieren.",nation,0,2021-05-25
3280,20 minuten,Abstimmung : «Das Nein der Jungen zum CO2-Gesetz ist Protest». Bei unter 40-Jährigen stürzt die Klimavorlage zurzeit ab. Sorgen bereitet dies einem Klima-Aktivisten aber nicht.,nation,0,2021-05-25
3281,neue zürcher zeitung,"LVMH-Chef Arnault ist der Reichste der Welt - Neue Zürcher Zeitung. NZZ Nachrichten, Hintergründe, Meinungen aus der Schweiz, International, Sport, Digital, Wirtschaft, Auto & mehr. Fundierte Berichterstattung rund um die Uhr.",business,1,2021-05-25
3282,watson,"Init7 erhöht Surftempo auf 25 Gbit/s (und überflügelt Swisscom und Co.). Der Schweizer Telekomanbieter Init7 gibt auf den Glasfaserleitungen Gas: Die Spitzen-Surfgeschwindigkeit werde auf bis zu 25 Gigabit pro Sekunde erhöht, teilte …",business,1,2021-05-25
3283,blick,"Cupra Born enthüllt: Alle Infos zum Elektroauto der Seat-Sporttochter. Mit der Born bringt Seat-Sporttochter Cupra im Herbst ihr erstes Elektroauto auf den Markt. Der Sportkompakte tritt cool und eigenständig auf, hat bis zu 231 PS und soll bis zu 540 Kilometer weit kommen.",business,1,2021-05-25
3284,aerotelegraph,"Fehlende Leistungsnachweise: Emirates droht, Boeing 777X abzulehnen. Die Golfairline fühlt sich von Boeing unzureichend informiert. Sie möchte Leistungsdaten von der 777X und ihrem Triebwerk sehen. Emirates macht darum eine klare Ansage.",business,0,2021-05-25
3285,aerotelegraph,Swiss hat ihren Nachzügler-A220 bekommen. Nach einer Unterbrechung von zwei Jahren hat die Lufthansa-Tochter wieder einen Airbus A220 erhalten. Es ist der 30. und letzte aus der Bestellung von Swiss.,business,1,2021-05-25
3286,aerotelegraph,100 oder mehr Jets: Ryanair will mindestens 100 Boeing 737 Max 10 bestellen. Die Billigairline ist zuversichtlich für die Zukunft und möchte daher weitere Boeing 737 Max kaufen. Dieses Mal will Ryanair die größte Variante Max 10.,business,1,2021-05-25
3287,blick,"Sandro Inguscio wird Chef Blick.ch/TV, Katia Murmann Chief Product Officer. Sandro Inguscio wird Chefredaktor Blick.ch und Blick TV. Katia Murmann Amirhosseini Chief Product Officer der Blick-Gruppe und der Ringier Global Media Unit.",business,1,2021-05-25
3288,nau.ch,"Bitcoin legt nach Einbruch auch dank Musk wieder kräftig zu. Die Preise für Kryptowährungen schwanken stark. Nachdem etwa der Wert von Bitcoin bis am Sonntag weiter abnahm, gab es gegen Montagabend einen Aufschwung.",business,1,2021-05-25
3289,ecomento.de,"VW ID.3 und ID.4 als Basismodelle künftig etwas teurer, neue Angebotsstruktur - ecomento.de. VW hat wie angekündigt den Online-Konfigurator für die Elektroauto-Reihe ID. überarbeitet. Hinzu kam überraschend eine kleine Preiserhöhung.",business,0,2021-05-25
3290,finews.ch,"Migros steigt ins Versicherungsgeschäft ein. Der Grossverteiler Migros bietet nun auch Versicherungen an. Risiken und Leistungsmanagement liegen dabei der Vaudoise. Die digitalen Lösungen liefert dabei ein Startup, das bereits für Postfinance ein Angebot betreibt.",business,1,2021-05-25
3291,blick,"Gebührenhammer: Die Bezahl-App Twint sorgt bei Gewerblern für rote Köpfe. Nicht nur die neuen Debitkarten sind für die Gewerbler zum Davonlaufen. Auch die Bezahl-App Twint, die während der Corona-Pandemie immer beliebter wurde, sorgt bei den KMU für rote Köpfe. Alles zum Gebührenhammer.",business,0,2021-05-24
3292,neue zürcher zeitung,"Vonovia will Deutsche Wohnen übernehmen ¦ NZZ - Neue Zürcher Zeitung. Die beiden Platzhirsche des deutschen Immobilienmarkts wollen zusammengehen. Damit würde der grösste Wohnimmobilienkonzern Europas entstehen, der vor allem in Berlin unter öffentlichen Druck geraten dürfte.",business,0,2021-05-24
3293,auto motor und sport,Kimera Automobili Evo 37: Reinkarnation des Lancia 037. Kimera Automobili aus Italien legt eine moderne Version der Lancia-Rallye-Legende 037 auf. Der Evo 37 kommt auf 505 PS.,business,1,2021-05-25
3294,20 minuten,Haftpflicht in Orange : Migros will jetzt auch deinen Hausrat versichern. Hausrat- und Privathaftplicht kann man jetzt vom orangen Riesen versichern lassen. Möglich macht das eine Zusammenarbeit mit Vaudoise.,business,1,2021-05-25
3295,srf,"Sturer Computer-Gigant - Apple lässt seine Kunden mit gefährlichen Laptop-Akkus hängen. Apple gibt zu, dass geblähte Akkus gefährlich sind. Beim Austausch gibt sich das Unternehmen aber knauserig.",technology,0,2021-05-25
3296,srf,"Gefahr oder Fortschritt? - Neue 5G-Richtlinien: Kritiker bemängeln Messmethode. Gegner kritisieren: Grenzwerte für 5G-Antennen werden gelockert, die Strahlenbelastung kann aber nicht gemessen werden.",technology,0,2021-05-25
3297,20 minuten,"Künstliche Intelligenz von Microsoft erkennt illegale Kinderpornografie. Microsoft hat eine Künstliche Intelligenz (KI) entwickelt, die Kinder- und Jugendpornografie mit über 90 Prozent Genauigkeit von Pornografie für Erwachsene unterscheiden kann.",technology,1,2021-05-25
3298,blick,"Blick trifft den Cybercrime-Chef der Zürcher Kantonspolizei. Der Job von Serdar Günal Rütsche ist es, das Internet drogenfrei zu halten. Blick hat den Cyberchef der Zürcher Kantonspolizei getroffen und mit ihm über die Jagd auf Onlinedealer gesprochen.",technology,1,2021-05-25
3299,finews.ch,"Fintech-Löhne: Wie Haifische bei der Mahlzeit. Die meisten Fintech-Manager kommen von etablierten Finanzhäusern – und sind sich entsprechend hohe Löhne gewohnt. Auch im Startup-Modus müssen sie nicht darben, wie eine neue Erhebung aus dem Ausland zeigt.",technology,0,2021-05-25
3300,finews.ch,"Mathias Imbach: ""Ich geniesse das Auf-und-Ab im Bitcoin"". Die Zukunft digitaler Vermögenswerte misst Sygnum-Co-Gründer und CEO Mathias Imbach nicht am volatilen Bitcoin-Kurs, sondern an der Anzahl Wallets, die laufend eröffnet würden, an den neuen Apps im Blockchain-Bereich, und dass bereits viel Geld in Smart Contracts fliesse, aber auch an der Tatsache, dass sich jede Woche bis zu 1'000 Leute bei Sygnum bewerben würden.",technology,1,2021-05-25
3301,btc-echo,"Der Erfinder des Bitcoin-Zertifikats ist zurück!. Vontobel bringt ein neues Bitcoin-Partizipationszertifikat heraus. Worauf Anleger beim Wechsel achten müssen, erklärt dieser Beitrag.",technology,1,2021-05-25
3302, cash,"Kryptowährungen - Ether-Gründer Vitalik Buterin prognostiziert schwindenden Einfluss von Elon Musk bei Bitcoin oder Dogecoin. Elon Musk ruft mit seinen Nonstop-Tweets jetzt auch Etherum-Mastermind Vitalik Buterin auf das Parkett. Dieser sieht nicht nur den Einfluss von Musk schwinden, sondern zweifelt indirekt an dessen Fachkompetenz.",technology,0,2021-05-25
3303,srf,"Strom aus Atomreaktoren - Mini-AKW sollen die Atomenergie retten. Verschiedene Unternehmen entwickeln Mini-Atomreaktoren. Ob sie dereinst das Klimaproblem mitlösen, bleibt aber ungewiss.",technology,0,2021-05-25
3304,chip online,"ProCam X: Profi-Kamera-App für Android gratis. Heutzutage sind viele Smartphones mit guten Kameras ausgestattet. Leider bieten die vorinstallierten Kamera-Apps kaum Einstellungsmöglichkeiten bei der Fotoaufnahme. Wer DSLR-Funktionen nutzen möchte, der kann auf ""ProCam X"" zurückgreifen. Die erstklassige Kamera-App wird nur noch heute im Play Store verschenkt und bietet einen Funktionsumfang, der es mit einer Spiegelreflexkamera aufnehmen kann.",technology,1,2021-05-25
3305,nau.ch,TV-Millionäre: So gross ist das Vermögen der Geissens wirklich. Seit zehn Jahren zeigen die Geissens ihr dekadentes Leben im TV. Robert Geiss kam durch den Verkauf seines Unternehmens bereits früh zu Reichtum.,entertainment,1,2021-05-25
3306,20 minuten,"Ménage à trois? - Rita Ora kuschelt mit Taika Waititi und Tessa Thompson. Seit Wochen kursieren Gerüchte, der «Thor»-Regisseur und die britische Sängerin wären ein Paar. Nun wurden die beiden vertraut in Sydney gesichtet – allerdings nicht alleine.",entertainment,0,2021-05-25
3307,20 minuten,"«The Crown» - Prinz William fordert, Szenen von Diana zu streichen. Seit Beginn sorgt die Drama-Serie über das Leben der britischen Royals für Unmut. Prinz William ist vor allem über die Darstellung seiner Mutter «not amused».",entertainment,0,2021-05-25
3308,20 minuten,"Emma Stone - Ihre Tochter trägt einen ganz besonderen Mittelnamen. Schauspielerin Emma Stone wurde im März zum ersten Mal Mutter. Jetzt ist endlich klar, wie die Kleine heisst.",entertainment,1,2021-05-25
3309,blick,Elliot Page zeigt sich nach Brust-Entfernung erstmals Oben-ohne. Hollywood-Star Elliot Page zeigt sich nach seiner Geschlechtsangleichung erstmals oben ohne. Von seinen Fans erhält er nun viel Zuspruch.,entertainment,1,2021-05-25
